Source,Organisation,Rating,Date,Review_text
Mouthshut,Amity University,5,"[' Oct 16, 2016 ']",It is the best university in India and may be out if India too.Administration is goodRules and regulations followed by everyoneNo partiality with students and their studiesStaff is very good and helpfulExcellent in extra carricullar activitiesEveryone is helpfulAnti ragging university
Mouthshut,Amity University,1,"[' Oct 06, 2016 ']","Team AmityIm writing this feedback for your online course. I have enrolled almost 45 days back and not able to use. Support is very poor and people who are interacting with me don't have basis sense how to deal with,Looks like all your marketing is good but quality is very poor and I would suggest people reading this not to go for Amity courses all. better not to regret after paying money.if any one from Amity management reading this, please let me know I would liek to meet and share my feedback in detail.ThanksRajul"
Mouthshut,Amity University,3,"[' Sep 09, 2016 ']","The UniversityAmity is the leadingeducation group of Indiawith over 1, 00, 000.FacultyAmity has some of themost talented anddedicated thought.Government RecognizedThe Amity Universityhas been established by anact of State Legislature.Always Ranked TopAmity institutions areconstantly ranked amongstthe top.AcademiaAmity sets thebenchmarks of the globaleducation with a system.Global ExposureAmity has tie-ups with over100 internationalUniversities, Laboratories.LeadershipTestimonialsBeyond AcademicsQualityTechnologically AheadTop PlacementStudent Life"
Mouthshut,Amity University,3,"[' Sep 09, 2016 ']","Amity is a brand, as said but a brand which needs to prove itself in some aspects. Amity is one of the best universities in India but with some changes can become even better and be at the top. Amity offers you its services for B.Com(H), BBA(H), BA. Economics, MBA, B.Arch, Bachelor/Master in Journalism and Mass Communication, B.Tech, Bachelor in Interior Designing, BA LLB, BBA LLB, B.Sc. in Biotechnology. Some of these courses are not available at other colleges. I'm a student of Amity and I must say that one of the things which needs to be changed asap is the rule of decision making which usually happens in Noida campus as for everything the Noida campus is in charge, don't you think this is wrong? I mean for smallest of things the permission should be taken from Noida, just because it's the main campus. Apart from this the other aspects have been quite good such as the academics and the co-curricular activities but at the end of the day the students are tired and that is because of the timings of the university which is not at all worth for the age of college students, spending 10 hours of your day in the college isn't really required because students need to do a lot much things and because of our college we are not able to do anything else apart from our academics not even sports(which is not even provided in the college), that's too much the students are doing for their graduation. The faculties are also good except some but that's alright with the students as you cannot get the best teachers every time. Also one of the rules which should be changed or atleast should be dealt with some leniency with respect to some serious times when students cannot maintain 75% attendance, the students understand the rule but sometimes due to some reasons students are not able to keep their attendance, I'm not saying that every student should be allowed to appear in the exam but my suggestion to solve this problem is that a committee should be made which will decide whether the student should be allowed to sit in the exam or not, the student with his parents should be given a chance to explain the reason for which the student was not able to maintain his attendance. One of the positive things about being in Amity is that you always get the chance to learn and grow with various seminars, assignments, group discussions, panel discussion, etc. With workshops and guest lectures Amity always gives you a chance to learn from people who are ready to share their knowledge and experience with you. This isn't the end as with your respective UG programmes you will also get the opportunity to choose a minor track where you will study a different course for 3 hours with one subject in each semester and after that you get the opportunity to learn a foreign language which i'm sure very less universities can offer. In the end I would like to conclude by saying that Amity offers you a different environment as compared to other universities and for a hard working student it is a good place to learn."
Mouthshut,Amity University,3,"[' Aug 14, 2016 ']",Amity University is among the top private universities of India. It became the first university to provide reservation for both teachers and students. Amity Noida was credited with NAAC( National Accrediation and Assessment council) with grade A.It was ranked among top 30 universities of India and also top among the India's emerging colleges.It got rank 12th in top private universities by carrer360 2016.
Mouthshut,Amity University,2,"[' Aug 12, 2016 ']","Amity University has a build up Brand amongst the Private Universities in India.So if you are a mediocre student and doesnt have high ambitions in life and wish to have a nice campus [but no life afterwards], with stacks of cash with your parents to be drained [literally] onto you, Go For It!This University only boasts of big infra, faculty, affiliations et al, and you would definitely feel as if the world is under your feet. But once you graduate from this place you will come face to face with the harsh realities of the world.The campus selections are only a hog wash wherein the students with contacts gets placed and the industry consider all the Amitians as rich brats with no utefulness, so basically your career is doomed.I being an Academician for 16 years can be trusted!"
Mouthshut,Amity University,4,"[' Aug 11, 2016 ']","Hi guys , I am passout from amity university , noida campus. Trust me I not only promote this college for the best but what my experiences say I will write here.many of my friends are enrolled in Iits , nit, deemed university also in ggsipu.But if you are an average student or you want complete knowledge as well as placement then this is the right place. Either you took admission in noida or greater noida campus or gurgaon campus you need not to woory you will sure be placed and get job but you must also have to do hard work and study. The diference between campus are only of their infrastructure not the education."
Mouthshut,Amity University,5,"[' Jul 28, 2016 ']",I like these university because my brothers are learning in these university at mumbai. These university is to good for make your dreams.So many faculties are available in these university at big one campus. Expert teaching staff of professor there. A big sport faculty in these university so I like these university to much
Mouthshut,Amity University,4,"[' Jul 19, 2016 ']","I have done MBA from Amity University Uttar Pradesh, During my study, I have gained maximum knowledge about my course with the help of faculty. The Teaching quality of Amity University  is excellent. The Faculty members guide student in each and every field. They have very good labs for experiments. After Completing my MBA, Amity University have offered me two chance to get interview for placement.But Only drawback of Amity University is their Fee Structure of the Course. Their Course fee is very high competitively to other Universities. All the Other things are very good in the Amity University,"
Mouthshut,Amity University,4,"[' Jun 26, 2016 ']","It is one of the best university known by me. my bro's friend has studied their and now he is better positions then his friend even they studied at some of iits.t Amity we are passionate about grooming leaders who are not only thorough professionals but also good human beings with values and sanskars.This is just one of the many reasons given below, why we are consistently performing well.The Amity University has been established by an act of State Legislature and recognized by University Grants Commission(UGC) through the Act of State Legislature."
Mouthshut,Amity University,2,"[' Jun 07, 2016 ']","I dont think that the college has some special feature, its same as all regular colleges.it has many branches(noida, lucknow, jaipur, mumbai).i think it is best suitable for biotechnology people.The fees structure of college is 76 thousand and has hostel facility.the hostel per month is 4000.the price is diferent  depending on ac and non ac rooms.the college is strict regarding attendence.there are many branches like cse, ece, mechanical, biotech, mba etc.the teaching staff is OK.they dont bother whether u study or not."
Mouthshut,Amity University,1,"[' Jun 05, 2016 ']","If you feel like wasting ur parents money then instead of joining Amity, I would highly recommend you take all the money and light it on fire.The fire will keep you warm for a while, that is much more useful than Amity will ever be to you.If you want to save time by not reading the entire review then just trust me when I say this RUN from amity.Run as far as you can, as fast as you can & thank me later.First and foremost please dont consider Amity as an institution that aims to provide you with education, that is the last thing Amity is. Amity is a business with its main agenda being misguiding the students that are in a point in life where they feel lost.BOTTOM LINE - there are mainly 2 reasons why someone decides to join a college - Education or college life, amity wont provide you with either.>Education - as bad as it can get, horrible faculty, in no way whatsoever even worth 10% of the total fees, if you intend to study to make urself capable then my friend dont even read rest of the review just forget that Amity even exists>College life - once you join amity you wont even have ur own normal life leave alone college life, classes get over at 5 in the evening, 75% attendance and NO MEDICAL ACCEPTED(no matter how genuine) so bunking is a luxury, quality of students debatable since literally no whatsoever admission criteriaI would only suggest this college if you fulfill ALL the following criteria-1)ur motive is to pass time for few years since ur bored sitting at home,2)you dont need a degree or education since you already have to join family business,3)most importantly if you have around 10lakh rs to wasteA little in depth to why Amity is probably the worst decision you will make in ur life:->Completely unreasonable fees - The quality of education they provide is a joke when you take into account the price tag on each of the courses. For 10% of Amity's fees you can get a much more reputable degree, 10 times better education.The only thing that you will get from that huge fees is their infrastructure, I am not sure what one is supposed to do with that but to each their own->Faculty is a joke - I cannot say this about all courses but everyday in classes I used to think that this must be some kind of elaborate joke, anytime now someone will kick open the door of the class and tell us that infact they are the real teacher and the guy is pretending to be our teacher and this was just a practical joke, and I kept waiting but that day never came.I will give the teachers the benefit of doubt and say that they might have the knowledge but majority of them are truly miserable when it comes to their teaching skills. Out of 15 faculty members I had the opportunity of learning from literally only 1 could be considered as a real teacher, with that probability I wouldnt be so sure about the faculty of other courses as well->Student welfare will never ever be in their priority list - The day you submit your fees is the last day they would care about you, you officially are all on ur own now.->No medical certificates allowed - God forbid you face an emergency and that causes you to miss out on ur education, Amity will provide you no assistance at all no matter if u are hospitalized or ur loved ones are on their deathbeds.You will be marked absent, they will refuse help. I must provide 1 example from my experience. I was severely ill and was hospitalized for a little less than a month, I went to the dy director of their Institute and explained to him what I was going through, showed him not only my medical certificates but literally also the medical bills for the month.His reply to me after listening to the troubles I went through was ""we are not legally liable to anything, if you want to continue with us then u should submit fees for the next semester"". Till this date I have yet to meet someone as pathetic and disgusting as MR. VIKAS MADHUKAR, he is literally sitting in an educational institute not giving a flying f u c k about students or their problems(just like the college)->75% attendance or fail - Generally almost all colleges have attendance rules and there is nothing wrong about it since they implement such rule to make sure students attend classes. The rule is same here but the motive of having such rule isnt. It is just a convenient way for them to ask you for more money and more importantly so that after you face so much delay(can only give re-examinations after 1 sem, i.e. if you fail to keep 75% attendance in 2nd sem you can only appear for exams in 4th sem) and troubles completing ur course that you will have to come back to amity for further studies too->Admission Tests are a formality - I feel the entrance tests can tell you a lot about the standard of the institute - what they stand for and what they wish to be in the future. This just further proves the fact that they are indeed a business. Like any other business they wish to maximize their profits which in this case would be to accept everything and anything.Earlier I didnt mind this since I wasnt to really worried about the quality of students, but the problem is that the crowd of the college is the last thing that concerns me about accepting everyone. When an institute has no criteria whatsoever that just showcases their true colors. In this case being duping & fooling as many students as quickly as possible.-| REQUEST TO ALL WHO THINK SOMEHOW AMITY IS A GOOD UNIVERSITY, HUMBLE REQUEST PLEASE ENLIGHTEN ME HOW SO IN THE COMMENTS BECAUSE WHEN YOU LIE ABOUT A COLLEGE ONLINE YOU ARE LITERALLY RUINING SOMEONES MONEY, TIME, CAREER, LIFE.|-"
Mouthshut,Amity University,3,"[' Jun 01, 2016 ']",Ex student of Amity university Rajasthan Jaipur! A university whose infrastructure will make u eye open to be part of university but reality is something else!Let me start with Mess as one said food is for what we do everything and amity food is ok but the snacked are Awsome like that but dinner and lunch worst all time Aloo! And the mess I charges and also the spoons Bradley washed! Now it's time for hostel! Hostels are Preety good but the rules and regulation sucks! Press not allowed packed food not allowed etc etc! Upar sa that cleaning workers not at all regular! I like flat system! Now academics attendence that make u regular but I Donot like why faculty do it give attendence in some department after student inside class that's irritating! I like feat organise dj night and dance group gym and sports actuvity! The foreign language is ok as they emphasise on writing not on speaking! The faculty in some department by seeing face give marks that I Donot like! I like Ac class lecture hall but not my department only 2 room class department and tables not in slanting poisition Donot easy to sketch! ASFT I am taking about! Nor have proper stitching lab everything in 2 rooms not good! But faculty are experienced and good! Now about students! From every part of country they are from and every one think why I choose amity! I rate 5.5 out of 10
Mouthshut,Amity University,1,"[' May 05, 2016 ']","Went through the selection process for admission today in Amity, Noida. Lack of transport was one thing off, as I came all the way from West Delhi via metro blue line, but from Botanical Garden station, took an auto ride for 100.(return trip to Noida sec-18 station cost 80.I'm wary of sharing rides, being a female travelling alone). Entry from gate 3, had a pool of mud in front of it which people had to cross using(thoughtfully) laid out cobblestones.Admit card verfied, was given an OMR sheet and told to sit until the ""entrance exam"" started. Before that, they played a long video in the name of campus tour, as if orientation is going on and these candidates have already enrolled. Even the goddamn elevators where shown off. The test. What the hell. Just a test on middle school English grammar. Taken by all undergraduate and postgraduate applicants, regardless of what programme they're applying for. It was multiple choice, and instructions on the OMR sheet said respond using HB pencil.This created a panic among applicants because the University never notified us to bring one along. Nevertheless, the invigilator allowed use of ball point pen. It was a short, 30 min test, but ridiculous. No wonder getting accepted into Amity is easy peasy. Fortunately, my interview for the programme I applied to was third in line, and I was let off early. Didn't stay for lunch, pretty sure it was another seducing tactic for the kids to make them want to stay inside this pretty campus they only saw on screen. It's very fishy, the over-emphasis on the extravagant campus. No mention of what the studies are like. Could not find detailed syllabus of the programme I opted for on their website."
Mouthshut,Amity University,4,"[' Apr 10, 2016 ']","If you are a student or a parent from India, I bet you must heard about Amity University. The university has a very good reputation all around the globe. Last year, it has been named as one of Asia’s top 300 universities by Quacquarelli Symonds( QS) . Only 17 universities from India got listed there and Amity was one of them. Amity is also accredited by NAAC( National Accreditation and Assessment Council) with grade A in 2010Amity University is a private Indian university which was established in 2003. It has a long and proud history as provider of quality education. The university was established by the non-profit Ritnand Balved Education Foundation( RBEF) . Ashok Chauhan was the founder of both Amity University and RBEF.Currently, Amity has over 1, 00, 000 lakh students, studying around 240 programs across 30 different Amity campuses all around the globe. There is a dramatic increase in student numbers over the last few years. The annual increase rate is around 8% .Amity University has around 2500 highly trained faculty members who rank among the very top in their fields. And all of them working very hard to make Amity institutions world class. Because of them, Amity University ranked No.1 among ‘Top Private Universities in India’ by India Today magazines and The Times of India. Amity was also the India’s first private university to started caste based reservations for both students as well as faculty.Now it’s time to have a look at the Amity University courses. They offer courses in almost all areas including engineering, management, law, communication, biotechnology, insurance, fine arts and many more. Few of their institutes like Amity Institute of Biotechnology, Amity Business School have been ranked No.1 in India among the private institutes. Another institute, The Amity School of Engineering has been ranked No. 1 in terms of placements.All of the Amity campuses are spacious, clean, green and Wi-Fi enabled. The university also has state-of-the-art auditoriums which act as a common ground for faculty, students and business personalities for regular interfaces. It also has a central library with a collection of more than 2, 00, 000 books. Separate hostel facilities also available for boys and girls. All rooms are air conditioned and also has an attached bathroom with it. Sitting lounge is also there equipped with indoor games, sofa, cable TV and many more recreation facilities.Another great thing about Amity University is that they offer scholarships up to 100% for bright students. Even the students with 80% aggregate and above are eligible for direct admission to Amity University courses. Thanks for reading."
Mouthshut,Amity University,1,"[' Mar 31, 2016 ']","NUMBER 1 FAKE & SHOWOFF UNIVERSITY MAKING FOOL OF STUDENTS AND PARENTSHii ….I am a Ex student of AMITY UNIVERSITY  NOIDA. Guys I am writing this review because I want to bring the real face of Amity in front of students who are looking for admission in college. One of the Number 1 FAKE UNIVERSITY I have ever seen in my life. Amity slogan is “we nurture talent” but in reality it should be “we torture talent”. They advertise themselves by giving lots of money to Mass media, Tv channels, News papers, magazines and showing fake ranking. Taking soo much money from students and still saying NON profit university. Wow what a joke!Now I will tell you one by one the reality of departments present in amity university.1- ASET(ECE, CS, MECHANICAL, IT, EEE)- Teachers don't know anything so don't expect them that will teach you and clear your concepts. Students who are coming by reading fake promises of 100% placement. Forget about placement. If you want to waste your 8-10 Lakh rupees and your 4 years then go for it.2- Aerospace- I don't know why this department exist? Zero placement, making fool of students, no Lab for learning, no placement, no good teacher, nothing they have.3- Biotech- Same story here. Zero knowledge with zero placement.4-MBA- Guys U will get hardly 3.5 lakh package after spending your 10 lakh. Dont expect 5-8 lakh package here. Asian business school a small college which is nearby to amity giving more package then amity Mba. Amity please stop looting students.Rest all department have same story.One thing that is good about Amity university is their infrastructure only. Rest all other things are fake.SO Guys If u still want to waste your parents money and want to spoil your career then you can apply for Amity don’t worry about interview and admission test they will definitely give you admission these all are fake procedures just to show off and making fool of innocent students."
Mouthshut,Amity University,1,"[' Mar 25, 2016 ']",I am writing this just for upcoming students if they get my message ….your hard work and skills will never be cherished at amity university at all….i passed out form university and got second division degree in BTECH which I would have got first division if I was in IP colleges. My aggregate culminated to 6.3 CGPA which in IP would get around 74% and first division degree. This is a realization when you apply for master’s degree further and u need good grades.Amity is just good for its infrastructure and worse for its studies and grading system. In all my academic session I could have score 10% better marks if I was in IP University which I lost due to relative CPGA marking system. My course structure changed for around 3 times in 4 years and university is has poor management system.System is university of online student records is fake and useless. Course structures are not defined for students and it keep changing and university has cheap tricks of letting students result down to maintain standards. I got job placement in a company and got joining. But now at time of admission when I go through my marks and I calculate% it counts 74% and in CGPA it gives 6.3. Due to this marking system and grade work by amity study grades goes down and students score lesser marks. Any new 12th pass out would be searching for universities will find red building and ac rooms very fascinating and adore to live in but believe me it’s just good for ruining your career as you will not be able to score good in this university at all due to its marking system.Students in Amity remain under stress due to useless subjects being introduced and to be counted for marks in your professional results. It deteriorates the grades of students as moral value subjects and foreign language will let your result down like hell. The pattern of study in my time changed 3 times and I am recent pass out. University do not have good course structure and it’s just fluctuating aggregations just to make Amity a brand for people. Placements happen and a student gets placed but there is nothing as 100% placements so don’t be guided to a charming statement at all. At my time when I joined Amity had 5 sections of Btech CSE but now in 2016 after 5 years amity is pushing 10 sections of computer science. Just stuffing students for sake of money and killing student career.Lastly I have been guiding many student to not join amity and was guided same from amity pass out but I made a mistake. My aim to write this is just some student who reads it carefully and change mind may save their career. Amity Sucks and Ashok Chauhan is just a good decoit
Mouthshut,Amity University,3,"[' Mar 11, 2016 ']","Hi friends, I am planning to do mca disctance leraning from amity university, is it good or not? they are asking rs75000 as total fees and the duration is 3 years. I want to know is it better to do mca from amity university or not, when they will provide staudy material? h h h h h h? Hi friends, I am planning to do mca disctance leraning from amity university, is it good or not? they are asking rs75000 as total fees and the duration is 3 years.I want to know is it better to do mca from amity university or not, when they will provide staudy material? h h h h h h? Hi friends, I am planning to do mca disctance leraning from amity university, is it good or not? they are asking rs75000 as total fees and the duration is 3 years. I want to know is it better to do mca from amity university or not, when they will provide staudy material? h h h h h h?Hi friends, I am planning to do mca disctance leraning from amity university, is it good or not? they are asking rs75000 as total fees and the duration is 3 years. I want to know is it better to do mca from amity university or not, when they will provide staudy material? h h h h h h? Hi friends, I am planning to do mca disctance leraning from amity university, is it good or not? they are asking rs75000 as total fees and the duration is 3 years. I want to know is it better to do mca from amity university or not, when they will provide staudy material? h h h h h h?"
Mouthshut,Amity University,4,"[' Mar 11, 2016 ']","Amity is the leading education groupof India with over1, 25, 000students studying across1000acres of hi-tech campus The Amity University has been established by an act of State Legislature and recognized by University Grants Commission( UGC) through the Act of State Legislature.TOP PLACEMENTBiggest strength of Amity. A unique Corporate Resource Centre to facilitate excellent placements. Alumni all over the world in leading companies like McKinsey, Ernst & Young, HLL, and Reliance.Over 4000 students have got on-campus placements this year and over 800 students gavebeen placed even one year before graduating."
Mouthshut,Amity University,1,"[' Feb 22, 2016 ']",Guys I m a student of B.com hons 3rd year at amity. and in the first year itself I come to know that I have wasted my dad's money here. I am feeling ashamed to be a part of amity. most of the guys think that I m giving this negative review because I have not achieved any marks or failed but let me tell you guys life here at amity is really ridiculous.I have been scoring above 8 cgpa in every semester but believe me I know that these scores doesn't mean anything in life . The standards which amity reveals in front of students are just fake. if after reading this you take admission in amity in any course believe me guys you will be standing no where in life after you course. your life will be hell.
Mouthshut,Amity University,5,"[' Feb 18, 2016 ']","Amity university is a best university in India. There are coming educate student from difference state.there are reading many branches.there are giving medium English.There are high level education in this university.mechanical, civil, information technology, electronics , electrical, computer science, mba, all branches in this university.this is an university one in best India. There are working high level post student in the worlds."
Mouthshut,Amity University,1,"[' Feb 12, 2016 ']",Amity is just a wastage of time. If u r interested in relationships. Then should join amity. It is just like A hotel made for couples to interact and then intimate in the open.I don't like this university because my ex girlfriend is there and I hate that grl too. Amitians can not b loyal.
Mouthshut,Amity University,5,"[' Jan 04, 2016 ']","Amity University is a multi campus private research university in India established by an Act of Uttar Pradesh legislature. During 2012-2013 the university filed more patents than any other Indian institute as per the annual report of the Controller General of Patents, Designs, Trademarks and Geographical Indications, Government of India.Amity University is one of the most admired private universities operating in India. It has been notable for it's quality education and strict disciplinary rules. Forbes ranked it at #60( Worldwide, All Campuses) stating'Amity is the 1st and only Indian University that has been established globally."
Mouthshut,Amity University,5,"[' Dec 20, 2015 ']","Amity university is a multi campus private research university in India established by an Act of Uttar Pradesh legislature.During 2012-2013 the university filed more patents than any other Indian institute as per the annual report of the Controller General of Patents, Designs, Trademarks and Geographical Indications, Government of India.Amity University is one of the most admired private universities operating in India. It has been notable for it's quality education and strict disciplinary rules. Forbes ranked it at #60( Worldwide, All Campuses) stating'Amity is the 1st and only Indian University that has been established globally'"
Mouthshut,Amity University,3,"[' Dec 18, 2015 ']","""A few red buildings"" said one person. ""I came here because I didn't crack the entrance exams for engineering or medicine"" says another. There are many such opinions of young students(well not that young considering the fact that they have been preparing for the entrance exams for a year or more after 12th boards) who have a look on their face on the very first day of entering this university, with its crimson-colored buildings, convoluted infrastructure.etc.However, after passing out last year.i.e.2012, I have come to the conclusion that it really does not matter how many negative reviews you read or over-advertised commercials you see on television. This university has its ups and downs like every other university/college in India. It boils down to the fact that every student has to find his/her way through in college. You have to scrounge for opportunities and literally push people back in order to secure your future.My advice for freshers or 2nd year students ->1) Don't screw your academics. Trust me, it may not be an indicator of a successful person but still it matters in a cut-throat competitive environment.2) Be proactive. Participate in debates. Join a club, placement committee.etc. On  campus or off-campus.3) A few Teachers are a bit biased towards students who keep dogging them around and  end up getting more marks in the internals. Keep a lookout for them. And don't screw your internals thinking i'll make it up in the externals out of 70 marks. Also maintain your attendance at 75%. It would be a utter waste not to give the paper because you got debarred.4) Tips for students studying Biotechnology(as I was a student of the same)  -Don't think that the course becomes easy once you enter the 2nd year with Bio based subjects. It is equally hard across the semesters.5) THE MOST IMP TIP - REGARDING PLACEMENTS - Please note that the college does not guarantee 100% placements. It may sound fanciful in a brochure you picked up on your way to the campus but the real scenario is quite different. A few companies will come to campus and it is absolutely imperative that you sit for these companies and grab your offer letter ASAP. Do not worry about the salary or work they would offer you. Most of the time it  will be below your expectations. But nonetheless, you must try your luck.A final word of advice. Don't worry if you could not crack IIT-JEE, CBSE-PMT, AIEEE.etc. and ended up at Amity. The real journey has just begun. I know students who are studying at IIM-A, MIT after passing out of Amity. It is a matter of perspective. Take it as learning experience and work hard. Party harder!Valiullah HashmiB.Tech Biotechnology(Studied at B, J and I blocks)Batch of 2012Edit 1 - I have noticed that a lot of students have been sending me emails/messaging me regarding admission in this University. While I do my best to answer all of them, I may not have the time to go through each one and give a response. That being said please bear in mind that I am no admission counselor who is an expert on the subject. So kindly refrain from giving me your entrance exam data and asking which college is the best in India.etc.(some people have been doing that).I feel I have written the review to the best of my ability and mentioned points that are quite important for students who are looking to Amity for pursuing their education. However, this review is by no means meant to encompass every fibre of living in the university. Please do not take this as the final word and instead try and inquire about the current scenario in the college by getting in touch with students who are studying there currently."
Mouthshut,Amity University,1,"[' Dec 08, 2015 ']","Dear Sir,I had applied online for my son for the Bachelor of Interior Design Course in Amity University, Mumbai on 13th April 2015 and paid the necessary application fees. The entrance test was to be held at the end of April, but till end of June this was not held. I kept following up with their admission in-charge Mr Vishal Acharya for the date of the test. Each time his response was they are waiting for approval from the Council of Architecture for conducting this degree course. I have got all the email correspondences in this regard.There was  no concrete response as to the date of test and whether Amity got the approval for the course. Moreover, admissions at other institutes/colleges were closing and I wrote an email on 30th May that I wished to cancel the application and to refund my application fees. After sending emails and making numerous phone calls, Mr Vishal / Mr Kalpak replied that my request was forwarded to their ‘Concern Authorities’ and they will process the refund by end of September 2015.Till today I have not received my fees back, though I have been calling Amity for a quick redressal of my issue. Without necessary approvals in place, how does an institute like Amity advertise/call for applications and put the future of students at stake. Even after 4 months they have not refunded the application fees. Last month, after continuous follow up they asked for address/bank details and confirmed that they would mail a cheque which has yet to come. The phone numbers of their officer and offices are switched off(9930841748 / 02143205037 / 02143205038). Only on holidays.when on leave, one Mr Sudhir answers the mobile call and promises to respond as soon as he reaches office, but it does not happen.Thank God I did not put my son in Amity University.Thanks & Regards,Natarajan"
Mouthshut,Amity University,5,"[' Dec 02, 2015 ']","If you're aiming to build your career, Amity University is the correct choice for you. No other college or university is as good as Amity. The success of Amity is the reason why it is going on expanding. By 2060-2070, this University is going to be the World's Best University.To be honest, everything here is amazing. I'm talking about Amity University Kolkata. It is actually nice to attend this university. From academics to co-curricular activities, you will excel at everything. I can guarantee you one thing. If you pay the fee, you definitely will be satisfied after completeion of your course."
Mouthshut,Amity University,1,"[' Oct 02, 2015 ']","I was working as a faculty at this university. I have never seen an institution in which whole of its top officials including its vice chancellor, top administrators, head of the institutions are totally unfair, dictatorial, dishonest to an unbelievable extent. The institution has no virtues, values. All that they do is showing up. They keep records- but hardly honest in teaching.They take huge fee from students. But, the facilities offered are of average quality. Good faculty do not remain with the University because the top bosses are too arrogant and dis-respectful of scholars, academicians, researchers and teachers. All employees are treated like slaves. Students are merely considered as'consumers' of the'edu-mart'. They just maintain the glare and pompous. They are thoroughly profit oriented though claim ""non-profit"" organization. Amity is a local university. Not an international university.One has to join here either as staff, faculty, or student only if cornered with no option. Any other option should be better than being part of this unrepentantly Unfair University."
Mouthshut,Amity University,4,"[' Sep 27, 2015 ']","My brother has completed his education from this University. This is a private university having good infrastructure and education. Placements, extra curricular activities are very good. The faculty are very good there and always motivate students for the upcoming life.The freinds of my brother are  doing the job and also do their distance education from amity university. Amity ranked 1st in BBA delhi. It offers different courses like BBA( specialized) ,  BBA(  general) ,  BBA nance and accounting,  BBA+ MBA( dual degree)  and more. My brother is placed in a well reputated organisation due to this university."
Mouthshut,Amity University,1,"[' Sep 22, 2015 ']","Amity university will promise you loads of good things placements, study, well versed faculty and blah blahBut it is garbage and filled up with FRAUDS, faculties are illiterates stupid dumb idiot addicts and what not they all are freaking mad piece of crap with fake degrees and they no crap about their subjects. They behave like street vagabonds(gali ke gundey) and sometimes talk like(gawars)Ps.Dont fall for FRAUD amity university money eating garbage place."
Mouthshut,Amity University,2,"[' Aug 15, 2015 ']",I want to ask something. What are the wdicational qualifications of the founder president of amity university Ashok kumar chauhan?Is he educated enough or not? What are his specializations? His English accent is also bad. Even his whole english is bad. What has he done in the past before starting this so called university?
Mouthshut,Amity University,3,"[' Aug 05, 2015 ']","I have applied for bsc chemisry honors in amity and I have been called for selection admission procedure.will I get selected.i have scored 92%in 10+2.also if got selected, should I join, i m a career oriented person and I cannot compromise with my career.I m ready to work hard, also I want to know about science faculty of amity, also I belong to a small city and middle class family, will I be able to adjust in amity, pls help, i m very confused, my parents are also worried, should I go for chemistry honors in amity or not.I  dont want to waste my precious time, already I have wasted 2 years in preparation of medical entrance, now I want my career track to get started which has been blocked past 2 years, plz tell shoul I choose amity or not?"
Mouthshut,Amity University,2,"[' Aug 02, 2015 ']","Do you rate yourself honest, free-thinking, want to be a guilt free, academic, smart, good individual? Then you cannot be happy at Amity!This is the truth.Be warned.Prevention is better than cure.Always choose a place where academics is really good.Never Join a private institution, which may keep you voiceless slave.This is a fair review. Fair advice.Best Wishes. Best Wishes. Best Wishes. This is to fill 400 characters."
Mouthshut,Amity University,4,"[' Jul 22, 2015 ']","Amity is one of the known and leading colleges. I got an admission for B.tech last year and I am happy to make such a decision. It is place where you can have the real fun of college life along with great learning. The faculties are excellent at their subject and very cooperative. The crowd is very nice. The class rooms are spacious and air conditioned. Cafeteria is remarkable, hygienic and has variety of food.The campus is astonishing and huge. You get every facility you need in a college and the placements  always go well and higher.They organise various events and academic programs for an all round growth of an individual."
Mouthshut,Amity University,5,"[' Jul 09, 2015 ']",Hey guys I am taking admission in amity in mba in construction and project management after reading all this review I am confused that should I take admission or not.Means college is good or not placement is good or no plzz guys help me out I will be very helpfull for me to take decision for mg life and carrier. that am I spoiling my life by taking admission in amity or it will help me to make my carrier help me guys plzzz.
Mouthshut,Amity University,1,"[' Jun 17, 2015 ']",I applied for a master's program at AMITY noida.Appeared for interview and test on 7th May 2015.i was told result will be out in a week.its been 1 month 10 days still no result. Called in university- no response.e-Mailed. replied after 2 days saying first list dont have your name may be second will.no time limit for second list to be out.At the interview the staff was busy with their chat and tea than to be precise with the interview or candidate.Did not expected.Worst experience
